Tweet,label_encoded
kok tetap sedih,5
heh podooooo suka banget kombo tawar hijau meses fusion banget aroma elah fusion,3
sepi yanc,5
ckp macam rasa marah kecik hati hmm,0
kejar bandung telusur alir dana korupsi rupiah miliar kait muj,4
iya pusing lucu bayangin sudah jajan leot ada jeda minggu aak saya senang sedih kenapa lemah sama leot lucu kawkakaw,2
kaget kalau tau dukung gubernur kafir,0
tolol banget anjing kok lepas,0
rasa macam terlalu bodoh law ambil course lagi bodoh keje grab,0
kongkalikong paling enak emang sama beliau juara,2
makasihh banyak baca melt into kamu senang banget tau kamu suka miy stay healthy and senang selalu,3
bodoh dimananyaa eluu ihh,0
mau mana sih,4
yaa nang takut banget sepi banget emang cuma kamu diri kamu mau harap siape,5
nilai pretest praktikum nilai ipsemester ipk kerja target kantor kalau piinis iku skp kalau dusen ada bkd jadi banyak nilai lain santai,4
bakar lumbung curi beras biar lapar kemudian datang bagi potong roti kata kamu sangat cinta ingin bahagia yakin begitu kamu cinta mereka kemudian minta mereka pilih jadi raja,4
innalillahi ustkhalid basalamah periksa kpk duga kasus korupsi,5
tahun semua bangsa pilih pks negara indonesia seperti syiria irak yaman iran afganisthan bagai bgs indonesia bosan kan klau adem ayem khan bahagia klau cinta belah bom ledak truss yang jual anak gadis bisa beli,4
pas lihat lirik jadi rasa ini rasa mark sungguh sedih rasa jahatsebegitu depress nya orang idol hilang masa child nyademi karya kadang masih hujat,5
koyok dendam deh nih kocheng grgr mau subuh kancing lawang,1
lucu banget yeseo sayang punya tiktok nih sedih,5
alhamdulillah jimin sembuh covid senang banget pas kabar kalau jimin sembuh,2
percaya benci kalau suka diem ngomong langsung saya tidak gigit elah kamu cowok gentle dong masa kalah sama gentle jen,0
kok sedih banget,5
kesal benar,0
masalah hadap beri efek alam terus terus penting bagaimana hadap tetap guna pikir jernih tidak emosional emosional marah dendam akan rusak kita saja,4
larang bodoh setujuuuuh selamat tinggal bodoh selamat datang cerdas siritual ahlaq aamiin,4
ayo dibron temu diri liga tuwir icikiwir nan ngantuk alias serie ass,2
semangat fase fase itu memang luar biasa,2
anime narutogua cintaaaa banget anime hunter hunter,3
huhuu terimakasih min buat ini suka dua pertama tama qiao tuh baik banget sama orangorang padahal orang baru kenal qiao tidak segan segansegan buat tolong lao yan gemes banget kalau deketin qiao suka banget dua,3
pagi kok emosi,0
aga emosi datengin ksy terus tanyain kamu punya pacar beneran emosi banget suka tmi anak ngecrush kamu gelud yokk ayo lanjut ingin marah tidak hal mau marahin,0
karunia kerja siapa saat kerja usaha instansi swasta maupun perintah baik karyawan biasa atas ingin kerja anda bawa berkah buku bisa jadi wawas cerah bagaimana kerja bahagia,4
harga adalah gubernur belum anies terima colek pdip,4
jujur paling suka tipe acara bincang begini adem tmi tebar tambah kana nyaman banget ngobrol sama bapak bisa plong bicara kalau kerja numpuk padahal biasa bilang rumah sibuk ngurus haza,3
harus lebih bijak efek booster cape jadi ikut emosi deweeeeeeee cant kontrol seellffff,0
beneran denise out rahasia nomor sedih banget baca,5
lebih baik marah pada benci kalau benci bakal mau kenal,0
setan kribo model nya murtad saefudin ibrahim sekarang pendeta selalu mendeskriditkan islamsi setan kribo kalau mau murtad murtad sekalianjd umat islam bikin masalah nebar fitnahklo paham agama islam bener seperti begini narasi bangsat,0
sedih tadi malam mimpi jeleek kali bangun tengah malam nangiss deress terus saya tahajud baca doa blabla terus mimpi jelek sampai mimpi saya capeek kali baca ayat kursi qul setan pigi anjir,5
love barang sampai langsung pakai benerbener seger banget pas baru masangnya langsung suka banget terimakasih banyak ave saya kasih bintang,3
wkwkw begitu nder hubung jarak jauh susah wkwk dari awal nge cewek sala lah malah marah sama kamu marah balik lah jangan diem,2
terlalu keposeharusnya tidak tau jadi tau mau bagaimana pas tau rasa benci banget sama tapi satu sisi kasihan bagaimana tidak tau jadi hanya rasa kasihan,5
suka banget buruk sangka wkwk opini publik nya sampean kejam banget wkwk,3
koruptor dominasi jabat negara simpan uang hasil korupsi mulai simpan uang miliar rupiah lemari hingga sewa rumah,4
sabtu ceria,2
dulu saja saat gemuruh gema orang malah,0
kayak segitu tinjau pantas sebut tinjau sih kesan rasain lama nonton snowdrop saya tidak spoiler terlalu banyak jadi moga pas nonton tetap kaget kesel wkwk since its one must watch drama too,2
dear umur punya sepupu cewek umur nahh mau nikah terus kira mua nya mau nikah sodaraku bilang inti muka boros ada sih skincare yang gabikin muka boros sedih banget dikatain,5
cinta orang wanita dua wanita terlalu banyak,4
bener sih waktu lagi nonton sedihsedih langsung cus nonton dan akhir mau nang nang,5
orang jumat baru keluar rumah sakit sore nya tiba jatuh jadi sedih mulu sekarang sabtu pagi suruh kampus malam alamat masuk rumah sakit ini mah,5
erick thohir luar biasa hebat applause,2
the crown suka banget walaupun beberapa episode skip allah kelar kelar kamu penthouse but akhir sigh finished lagi nonton anne with,3
kpk tegas tebang pilih gubernur bobby nasution panggil kait korupsi jalan sumut,4
allah balik atuh sepi ada kakak,5
takut case naik erm,1
selamat pagi tapanuli utara moga semua sehattttt,2
join direct pakai nama sendiri buat buka sharing group line ready slot free foto arrived unbox promo direct cukup bayar buat bulan febapril murah worth banget guys beneran benefitnya,4
wansen gemes banget beixing peka bukan salah sih wansen nya wajar wkwk terus gao malah bikin tambah salah paham cuma buat bapak nya kesal,4
kalau sadap balik marah ups,0
dari kemarin kepala pusing badan pegal pegal flu terus hari tenggorok mulai sakit yaa takut bangett,1
wowkowkwowkwowow bjimsroott ngery kabar takut nih wkkwk,1
anjing nih eps sedih banget bangsat nang hidung mampet,5
banguna bukak livescore manu kalah biasa,4
cinta banget kalau makan nya pakai ice cream walls vanila strawberry,3
iya sih kalau pakai jubah nonton sendiri malu kalau sama temen agak tolong,1
dongg wkkwkwtar kalau semangat bisa bucinin bebep,2
takdir mereka ikhlas takder mereka kecewa,4
bentar yaa riin kalau rumah sepi langsung pergi,4
pedri atletico merekaa keluar tekan biasa curi bola lapang lawan beri banyak intensitas main harap kuasa bola main main,4
iya cakep emosi nya dapet banget pagi pagi,0
joke lawak love sayang like suka sad sedih,4
bantu dengan beli kalau jadi diaspora kirimin oleholeh janji fafifu deh,2
makan suka kan entah makan suka atau emang suka sama ayam dia beberapa kali mentioned ayam livenya,4
idih nuning kabur space ciba takut yah,1
enak parss,2
sepi betul mending priv,5
manusia tuh bedabeda isi kepala beda semua orang suka nyaman konten malam wlw makanya kasih tag straight ship ada tagnya sendiri kok base wkwkwwk bukan homophobe preventing ada potensi ribut dalam fandom,3
kalau tembak pacar marah,1
mana banyak adkel alias malu banget,5
rekor nadiem jadi sangka menteri era jokowi jerat korupsi banyak sejak reformasi,5
sama banget malas beri tau kalau cewek kadang drivernya suka kaget loh cewek kak kira cowok sedih,5
selamat pagi jiwa jiwaa sepi,4
benci sama kamu,0
martabak telortahu turun ayah wkwkw suka banget tahu,3
pap foto ayang ngomong ngomong sekarang suka banget ngalis,3
apaa kabar jangan lupa sarap,4
bener bener suka senyum mutsuki yuk senyum hangat mutsuki senyum black prince banget begitu suka hubung mutsuki sama hajime kalau yukikyo sering baku hantam mutsuki hajime justru teman,3
dulu waktu niat ikut mbkm berfikir khawatir kalau skripsi saya jadi gakepegang saya daftar startup moga depan lebih bijak kadang putus sudah ambil tidak bisa kita mau renti terus orang akan jawab senang hati,4
kamu senang pun senang kamu sedih ikut sedih beda cerita kamu sedih pas putus sama,5
jangan deh kalau balik takut muncul perang dunia,1
antigen stasiun was wos menit kalau sepi,4
wkwkkw malu bat anjg bilang kangen kangen tidak yang peduli,1
senang hati terima kasih konfirmasi kamu butuh informasi jangan sungkan chat kembali atau kamu bisa dapat informasi lalu help center via aplikasi atau situs have nice hari terima kasih,4
sender ahgase sepi sini walaupun ikut suka sama lagu lagu got bisa banget tani kamu nonton konser anak mirip yugyeom sedikit tengil rusuh bisa diem suka jahilin orang sayang its fine,3
sadar kadang suatu kita genggam hilang saja bunda,4
nadiem jadi sangka menteri era jokowi jerat korupsi,5
roti tawar pakai mentega enak,2
mantan gubernur dki jakarta anies baswedan turut angkat bicara soal tagar tengah ramai media sosial,4
kalian dengerin mitski ikut sedih padahal bisa relate,4
pacar baru henti kerjaanya dari awal jujur ingin sedih banget kasihan mana cowok sudah niat buat lamar malah henti moga segera dapet kerja baru,5
inuyasha soal suka banget romantis,3
film korea sekarang bagus banget jalan cerita makin cinta korea korean,3
masih kaget serius,1
satu sepak bola muda rela kejar mimpi keysha bulgamin keluarga bahkan putus pindah finlandia belanda karier bola keysha nilai belanda punya prospek yang bagus progres sepak bola keysha,2
ramai tagar istana kalau mau rantau punya skill,4
baik kasih harga,4
bilang realistis butuh duit benar lebih oke cari banyak duit tidak orang materialistis tuh iinget segala butuh uang uang bukan segala emosi emang sis kalau sok sok realistis nyata materialistis,0
kaget jelek banget,1
iya tuh bapak emak emang bodoh,0
jritt tertawa banget suka dimanfaatin,3
butuh situasi yang makin kusut akhirakhir,5
kalau jidat sering tempelin kaca kondisi nungguin walhasil kaca berembunnjuk panik nyariin tisu,1
sabtu sek semangat makaryo pren uang nakal cair,2
huwaa anjir kaget senangggg banged kaka pulang rumah skskw,2
sedih lagi antem saling cemburu akhir menang ngembek,5
fun fakta garuk bagi gatal tidak bikin gatal hilang ada malah kulit iritasi sama kalau patah hati lebih milih galau dengerin lagu sedih emang kita suka nyakitin diri sendiri kayak,5
idam banget nga suka minum nga suka rokok,3
tular kaget awas beres,1
sedih biasa kesel tidak air mata tibatiba keluar padahal feeling kosong haha gilss,4
nusron wahid respons tanda kurang cinta tanah air tuju pakai banget,0
yahahahahhahahahhah,2
sedih,5
punya pasang kene ajak gaduh dulu baru rajin sangat kaget lihat semua buat kemas sama hihi,1
semangat dinda,2
bukan pick jamin emosi,0
apbn jangan guna halhal konyol proyek mbg ujungujungnya korupsi yang laku perintah bltraskinserangan fajar pemilupilkadapilpres cipta lapang kerja riil dalam negeri jangan suruh rakyat kerja diln,0
mau mau seleksi alam akan bicara siapa siapa yang benar benar anggap teman siapa siapa yang anggap lawan wise,4
mau merem bentar menit malah jadi bawa mimpi enak sedih pol ikhlas banget nyata,5
soal rambut jelek malu aurat lihat kaya nyaman kalau,4
sarap nunggu menang biar semangat bang,4
lebih aneh yang hobi dengerin lagu sedih biar sedih,5
pas wanita dia suka adlh fans eunhyukkyuhyun langsung percaya sama cinta pndangan pertama,3
puas harini lepas dendam selalu mai kerja hari sabtu jaa duk syok tengok orang seberang rancak punya duk jogging apa settle round arini alhamdulillah,2
akhir moga sukses buat series baru mau nonton silah nonton yang tidak mau tidak usah dipaksain walaupun idola fangirling bukan agama kok pakai segala wajib halal haram santai yang penting senang,4
ruhut kader baik hal menjilatbego pelihara punya urat malu,0
tidak ngerti sama orang suka main kodekodean padahal the point enak banget,3
hari lihat tweet nyata pindah kewarganegaraan slay the same thing were them,3
enak mek,2
hey rbfmsulbar mau request lagu queenjacks menit dong puterin terimakasih,4
mobil mantap uiii iklan berita maknyuss senang,2
makan apa hampir dolar sekalia kayak mahal makan biasa sana dolar bangsa cuma sekali rentang sekian hari kalau jalan sana sisa makan bawah dolar pun jadi wkwk,4
mau kabur luar negeri cek syarat cara daftar program ausbildung ajar kerja jerman,4
semangat semangat haha hihi,2
duga korupsi masjid mangkak kejar klaten langsung cek jaksa negeri kejar klaten ecek salah satu masjid desa mangkak camat klaten tengah menindaklanjuti lapor warga duga kasus korupsi,4
istri buat kesal sekali tahan sabar jangan pukul kalau memang batas sabar kembali pada saya siap jadi satusatunya lelaki cinta sekali,4
moga lah menang,4
tagar suara ingin warganet pindah luar negeri apa benar balik muncul tagar,4
kalau benar balik orba memang pas nih,1
lihat teaser wonpil jadi sedih anjir apa sih sebel sayang,3
akuu suka banget,3
too malah kalau menang suka kasih tau jadi kalau belian barang seperti sudah kalau uang mah wkwk,2
sabtu jadwal bersihbersih kamar kos beranta luar biasa klora sini sudah pasuk usia kepala tiga tahun,4
huhu emang pendek bngt kalau buka kadang tuh pemberitahuan live masuk suka sedih,5
tertawa anjir takut banget wkwkkwkw,1
hwaah jadi malu bilang wendy kok tetap syukur terimakasih banyak kiel,2
hey sender suka banget sama lagu lagu sedih lihat kalau lagu sedih bukan tempo lambat terus tiap baca translatean lirik sender selalu ingat anime suka sender pas sender cari tau nyata seunghyub emang bikin lagu,3
new kurma palmfrutt gram original oleh haji umrah taut order,4
kadang kalau deep talk sama ayah suka mau nang apalagi kalau soal didik ayah ingin banget kalau kuliah emang kakak tidak kuliah bukan biaya kakak tidak kuliah sudah enak kerja jadi malas kuliah,5
pandang tempat sujud apabila shalatrasulullah biasa tunduk kepala arah pandang tanahhakim,4
kaget lihat pemberitahuan sebut kqkwkw,2
ramai tagar istana kalau mau rantau punya skill,4
temu jawab jangan kita ikut venezuela karya bapak mohammad rezky utama dosen uii republika,4
berita kpk kpk selenggara rapat koordinasi cegah korupsi layan publik sektor didik daring rabu sama jajar laksana didik lingkung kanwil menteri agama provinsi kalimantan tengah,4
fikir baba ikut malu banget asw gadeng malu haha,1
hehe fix enak banget,2
buat benci paling pak presiden cuma senyum tetap prasangka baik benci lintas rasa dendam sedikit ikhlas beliau super sabar ingat nabi muhammad saw benci yahudi hindun begitu islam rahmat lil alamin,4
jadi diri sendiri tidak mesti malu dijudge hal biasa hidup harus jadi milik bukan milik omong orang salshaabilaa,4
maksud malu shy apa malu palu sih jelas dong,0
semangat pagi hari,2
kabar baik bnget hari jimin negatif cvd terus keluar rumah sakit cuma tinggal masa pulih hbis operasi hbis jimin bisa aktivitas kaya biasa,2
emosi sih sama katla kemarin mana terang begini hasil aci kzl,0
negara bodoh tidak perlu sok mancing atas nama bebas informasi kalau tuju bikin propagandaframing,4
bayleaf maddie tunik beli sini lain thread rekomendasi shopee spill koleksi cantik low budget,4
semangat tinaa,2
kemarin malam istri sopir serang stroke tinggal dunia innalillahi innailayhi rojiun allahummaghfirlahaa warhamhaa waaafihaa wafuanhaa waakrim nuzulahaa wawasimadkholahaa sedih banget marah banget masalah picu serang stroke,5
sedih belum kabar ayang,5
done wish luck suka banget momen skz ini lucu selalu tertawa terus tysm,2
suka banget ngetease jay sadar diri wooyy,0
ramai tagar istana kalau mau rantau punya skill,4
astaghfirullah punya presiden kok cuma omonomon,0
selamat pagi princesssemangat giat tetap jaga sehat,2
bdsm bangun semangat kangen,2
that takut ngebungkus tho,1
jejak kasus eks direktur perumda panglungan jombang bayar utang pribadi dana gulir,4
